ioc	iocType	response	mail	origin	Requester	info	confidence	risk
171.101.216.253	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
171.103.207.234	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
171.22.173.221	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
171.246.76.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
171.25.193.9	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
171.50.138.196	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
171.66.3.87	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
171.97.12.209	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.104.101.207	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.104.20.200	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.104.208.190	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.104.232.196	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.105.166.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.105.199.155	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.105.239.15	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.105.249.116	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.105.6.34	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.105.68.180	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.105.88.119	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.106.88.242	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.114.8.83	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.12.112.137	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.127.92.239	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.219.79.232	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.219.92.78	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.22.79.30	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.232.140.214	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.232.162.176	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.232.184.34	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.232.24.166	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.232.26.200	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.232.54.164	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.107.201	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.129.176	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.152.242	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.16.18	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.160.133	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.164.135	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.164.199	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.175.219	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.176.175	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.182.60	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.187.241	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.202.49	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.39.23	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.233.53.117	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.107.189	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.107.57	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.120.87	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.123.154	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.123.178	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.143.123	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.230.154	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.230.201	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.37.146	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.37.233	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.234.66.133	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.236.102.79	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.236.116.104	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.140.247	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.140.249	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.166.88	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.228.177	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.229.13	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.241.251.132	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.106.179	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.210.182	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.214.70	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.232.14	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.232.239	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.232.24	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.232.241	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.233.110	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.234.119	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.234.134	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.234.135	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.251.202	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.251.203	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.245.55.112	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.56.22.41	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.67.206.76	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.80.8.137	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.80.8.233	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.80.8.26	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.81.131.87	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.86.109.84	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.86.68.152	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.86.74.6	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.86.75.63	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.86.93.213	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.93.101.181	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.93.102.139	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.93.105.2	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
172.93.48.192	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.93.49.243	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.96.137.142	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.96.172.157	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
172.96.189.218	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.176.44.101	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.179.183.108	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.180.13.156	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.180.163.162	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.180.93.123	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.208.136.166	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.208.251.202	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.200.241	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.231.228	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.236.169	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.239.46	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.242.110	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.212.254.192	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.230.128.232	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.230.137.91	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.230.154.90	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.231.200.179	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.232.146.118	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.233.147.252	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.234.155.190	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.234.155.219	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.234.155.220	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.234.155.223	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.234.155.223 	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.234.155.42	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.249.195.122	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.249.55.230	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.249.57.253	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.249.8.113	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.254.235.9	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
173.255.199.49	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.255.236.85	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.255.241.85	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.255.245.224	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.52.92.117	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.62.217.46	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.70.63.54	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.73.114.17	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.80.26.1	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
173.88.182.35	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.103.209.32	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.138.192.215	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.138.197.41	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.138.54.150	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.165.209.17	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.198.4.152	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.242.130.14	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.27.171.24	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.27.88.53	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.34.132.72	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.45.64.77	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.53.83.31	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.74.201.136	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.74.203.176	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.83.20.73	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.88.164.166	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.89.234.130	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.89.235.190	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.91.123.167	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.93.172.216	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.93.173.16	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.93.173.40	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.93.173.45	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
174.94.61.62	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.118.45.69	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.121.172.232	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.138.78.53	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.212.206.103	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.215.255.118	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
175.98.167.163	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.10.107.180	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.103.221.211	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.107.176.31	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.109.218.89	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.111.173.125	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.113.115.140	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.114.248.225	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.118.193.106	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.119.73.2	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.119.73.224	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.119.77.39	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.119.82.82	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.119.84.242	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.120.75.187	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.122.23.54	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.123.1.144	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.123.1.171	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.123.1.67	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.123.2.216	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.123.2.25	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.123.2.99	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.123.8.228	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.126.84.25	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.126.86.154	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.126.86.160	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.133.31.206	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.198.146.210	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.198.159.33	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.199.87.176	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.223.141.106	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.31.35.149	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.58.110.66	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.58.121.159	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.58.89.182	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.65.142.171	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.65.142.173	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.78.26.35	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.79.50.37	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.123.122	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.161.22	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.24.46	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.38.121	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.39.196	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.50.140	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.85.41	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.9.91.10	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.95.148.103	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.96.137.184	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.97.114.145	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.97.117.91	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.97.64.194	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
176.97.70.16	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
176.97.76.163	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.104.76.97	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.136.102.49	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.128.192	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.130.53	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.130.78	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.132.247	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.135.191	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.137.219	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.137.68	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.139.101	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.140.193	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.140.60	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.147.160	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.149.199	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.150.89	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.153.103	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.149.158.247	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.153.51.238	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
177.183.194.194	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.221.39.161	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.52.28.238	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.52.79.29	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.91.250.74	ip	none	none	Boletines	Minemeld	ransom_ip	100	50
177.92.46.38	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.128.159.121	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.128.41.1	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.128.96.39	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.132.0.6	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.132.69.133	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.132.69.75	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.136.96.191	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.137.233.156	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.137.242.149	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.137.242.25	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.137.242.52	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.128.11	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.128.199	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.128.60	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.129.139	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.129.189	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.129.229	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.130.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.131.119	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.131.180	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.131.192	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.132.240	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.134.218	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.134.94	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.135.134	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.135.202	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.135.254	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.142.48.217	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.143.55.78	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.162.132.106	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.162.154.226	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.162.203.226	ip	none	none	Usom	Minemeld	malware_ip	100	50
178.162.221.111	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.162.221.18	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.164.192.137	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.164.209.238	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.164.227.254	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.165.126.221	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.17.170.168	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.17.170.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.17.170.21	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.17.170.254	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.17.170.86	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.170.10.3	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.170.10.39	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.170.13.43	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.170.14.10	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.175.148.208	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.18.245.109	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.18.246.108	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.18.246.223	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.19.236.36	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.19.96.125	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.193.28.247	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.194.185.99	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.194.187.72	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.200.140.242	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.200.168.70	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.200.99.215	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.202.51.204	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.208.186.179	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.215.228.25	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.215.228.78	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.218.144.113	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.22.17.97	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.222.250.92	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.239.17.187	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.248.249.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.250.186.44	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.250.186.47	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.1.172	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.12.155	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.18.25	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.2.14	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.20.38	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.21.104	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.23.189	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.25.106	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.32.134	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.32.33	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.33.55	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.35.2	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.35.245	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.36.182	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.37.2	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.38.159	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.41.111	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.44.163	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.44.54	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.45.235	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.254.45.64	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.255.220.24	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.26.105.120	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.29.146.17	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.29.147.121	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.29.161.57	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.29.165.177	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.194.204	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.197.91	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.200.228	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.204.62	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.223.34	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.244.32	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.250.214	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.30.255.171	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.32.143.167	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.32.42.219	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.32.60.161	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.33.36.64	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.33.45.159	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.33.84.131	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.36.241.194	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.37.191.200	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.37.3.165	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.37.39.105	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.37.58.21	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.42.189.90	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.42.208.81	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.42.48.192	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.42.70.19	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.43.102.219	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.43.145.216	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
178.43.214.216	ip	none	none	Maltiverse	Minemeld	tor_ip	100	60
