type	value	source	score	tags
ip	5.2.72.202	Boletines	50	ransom_ip
ip	5.2.76.192	Boletines	50	ransom_ip
ip	5.2.78.113	Boletines	50	ransom_ip
ip	5.230.38.108	Maltiverse	60	tor_ip
ip	5.231.25.180	Maltiverse	60	tor_ip
ip	5.232.139.174	Boletines	50	ransom_ip
ip	5.254.248.178	Boletines	50	ransom_ip
ip	5.255.100.26	TorExitAddresses		
ip	5.255.101.10	TorExitAddresses		
ip	5.255.102.224	Boletines	50	ransom_ip
ip	5.255.103.235	TorExitAddresses		
ip	5.255.104.202	TorExitAddresses		
ip	5.255.111.64	TorExitAddresses		
ip	5.255.115.58	TorExitAddresses		
ip	5.255.117.56	TorExitAddresses		
ip	5.255.118.218	TorExitAddresses		
ip	5.255.121.71	TorExitAddresses		
ip	5.255.123.158	TorExitAddresses		
ip	5.255.123.164	TorExitAddresses		
ip	5.255.125.196	TorExitAddresses		
ip	5.255.127.222	TorExitAddresses		
ip	5.255.97.196	TorExitAddresses		
ip	5.255.97.221	TorExitAddresses		
ip	5.255.98.151	TorExitAddresses		
ip	5.255.98.198	TorExitAddresses		
ip	5.255.98.23	TorExitAddresses		
ip	5.255.99.147	TorExitAddresses		
ip	5.255.99.5	TorExitAddresses		
ip	5.34.182.203	TorExitAddresses		
ip	5.39.222.151	Boletines	50	ransom_ip
ip	5.39.223.130	Boletines	50	ransom_ip
ip	5.39.223.131	Boletines	50	ransom_ip
ip	5.44.42.20	Boletines	50	ransom_ip
ip	5.45.102.93	TorExitAddresses		
ip	5.45.104.176	TorExitAddresses		
ip	5.45.65.52	Boletines	50	ransom_ip
ip	5.45.71.185	Boletines	50	ransom_ip
ip	5.45.98.162	TorExitAddresses		
ip	5.55.75.243	Maltiverse	60	tor_ip
ip	5.61.37.207	Boletines	50	ransom_ip
ip	5.61.41.12	Maltiverse	60	tor_ip
ip	5.61.46.161	Boletines	50	ransom_ip
ip	5.75.213.11	Maltiverse	60	tor_ip
ip	5.79.71.225	Boletines	50	ransom_ip
ip	5.8.18.233	Boletines	50	ransom_ip
ip	5.8.18.240	Boletines	50	ransom_ip
ip	5.81.146.180	Maltiverse	60	tor_ip
ip	50.118.225.225	Maltiverse	60	tor_ip
ip	50.120.71.162	Maltiverse	60	tor_ip
ip	50.201.185.11	Boletines	50	ransom_ip
ip	50.230.231.85	Maltiverse	60	tor_ip
ip	50.34.78.38	Maltiverse	60	tor_ip
ip	50.39.105.217	Maltiverse	60	tor_ip
ip	50.51.61.160	Maltiverse	60	tor_ip
ip	50.54.61.2	Maltiverse	60	tor_ip
ip	50.54.63.77	Maltiverse	60	tor_ip
ip	50.7.124.35	Maltiverse	60	tor_ip
ip	50.87.144.162	Boletines	50	ransom_ip
ip	50.99.216.99	Maltiverse	60	tor_ip
ip	51.15.52.16	Maltiverse	60	tor_ip
ip	51.15.54.102	Boletines	50	ransom_ip
ip	51.15.59.15	TorExitAddresses		
ip	51.15.65.182	Boletines	50	ransom_ip
ip	51.15.69.136	Boletines	50	ransom_ip
ip	51.158.204.114	Maltiverse	60	tor_ip
ip	51.161.82.135	Boletines	50	ransom_ip
ip	51.195.107.220	Maltiverse	60	tor_ip
ip	51.195.166.174	TorExitAddresses		
ip	51.210.138.71	Boletines	50	ransom_ip
ip	51.222.142.67	TorExitAddresses		
ip	51.38.225.46	TorExitAddresses		
ip	51.68.204.139	Maltiverse	60	tor_ip
ip	51.75.118.81	Maltiverse	60	tor_ip
ip	51.75.18.118	Maltiverse	60	tor_ip
ip	51.75.201.67	Maltiverse	60	tor_ip
ip	51.75.206.16	Maltiverse	60	tor_ip
ip	51.77.110.6	Boletines	50	ransom_ip
ip	51.79.161.200	Boletines	50	ransom_ip
ip	51.81.113.26	Boletines	50	ransom_ip
ip	51.81.153.212	Boletines	50	ransom_ip
ip	51.81.222.62	TorExitAddresses		
ip	51.89.87.163	Maltiverse	60	tor_ip
ip	51.89.87.164	Maltiverse	60	tor_ip
ip	51.89.87.165	Maltiverse	60	tor_ip
ip	51.89.87.166	Maltiverse	60	tor_ip
ip	51.89.87.167	Maltiverse	60	tor_ip
ip	51.89.87.168	Maltiverse	60	tor_ip
ip	51.89.87.169	Maltiverse	60	tor_ip
ip	51.89.95.23	Maltiverse	60	tor_ip
ip	51.91.18.151	TorExitAddresses		
ip	52.24.82.58	Boletines	50	ransom_ip
ip	52.32.70.43	Boletines	50	ransom_ip
ip	52.40.238.135	Boletines	50	ransom_ip
ip	52.40.240.30	Boletines	50	ransom_ip
ip	52.43.97.237	Boletines	50	ransom_ip
ip	52.88.32.213	Boletines	50	ransom_ip
ip	54.193.134.191	Boletines	50	ransom_ip
ip	54.213.57.172	Boletines	50	ransom_ip
ip	54.242.240.178	Maltiverse	60	tor_ip
ip	54.36.101.21	TorExitAddresses		
ip	54.36.108.162	TorExitAddresses		
ip	54.36.209.253	TorExitAddresses		
ip	54.36.209.254	TorExitAddresses		
ip	54.70.199.146	Boletines	50	ransom_ip
ip	57.128.220.107	Maltiverse	60	tor_ip
ip	57.129.139.64	Maltiverse	60	tor_ip
ip	57.129.19.176	Maltiverse	60	tor_ip
ip	57.182.231.241	Maltiverse	60	tor_ip
ip	58.91.168.96	Maltiverse	60	tor_ip
ip	58.91.173.96	Maltiverse	60	tor_ip
ip	58.91.82.98	Maltiverse	60	tor_ip
ip	59.115.184.238	Maltiverse	60	tor_ip
ip	59.188.182.198	Boletines	50	ransom_ip
ip	6.11.76.81	Boletines	50	ransom_ip
ip	60.240.0.119	Maltiverse	60	tor_ip
ip	60.241.177.220	Maltiverse	60	tor_ip
ip	60.37.153.180	Maltiverse	60	tor_ip
ip	60.39.126.118	Maltiverse	60	tor_ip
ip	61.166.221.46	Boletines	50	ransom_ip
ip	61.177.172.139	Boletines	50	ransom_ip
ip	61.177.172.142	Boletines	50	ransom_ip
ip	61.177.172.158	Boletines	50	ransom_ip
ip	61.177.173.12	Boletines	50	ransom_ip
ip	61.177.173.57	Boletines	50	ransom_ip
ip	61.177.173.58	Boletines	50	ransom_ip
ip	61.177.173.60	Boletines	50	ransom_ip
ip	61.228.200.247	Maltiverse	60	tor_ip
ip	61.228.214.142	Maltiverse	60	tor_ip
ip	61.228.237.130	Maltiverse	60	tor_ip
ip	61.228.241.225	Maltiverse	60	tor_ip
ip	62.108.35.221	Boletines	50	ransom_ip
ip	62.133.45.2	TorExitAddresses		
ip	62.133.63.146	TorExitAddresses		
ip	62.144.40.58	Maltiverse	60	tor_ip
ip	62.144.53.216	Maltiverse	60	tor_ip
ip	62.171.137.169	TorExitAddresses		
ip	62.210.38.28	Boletines	50	ransom_ip
ip	62.210.54.235	Boletines	50	ransom_ip
ip	62.224.2.51	Maltiverse	60	tor_ip
ip	62.227.51.135	Maltiverse	60	tor_ip
ip	62.27.196.210	Maltiverse	60	tor_ip
ip	62.27.206.194	Maltiverse	60	tor_ip
ip	62.27.221.159	Maltiverse	60	tor_ip
ip	62.27.227.235	Maltiverse	60	tor_ip
ip	62.27.233.76	Maltiverse	60	tor_ip
ip	62.27.239.28	Maltiverse	60	tor_ip
ip	62.72.44.160	Maltiverse	60	tor_ip
ip	62.83.250.128	Maltiverse	60	tor_ip
ip	62.93.10.129	Maltiverse	60	tor_ip
ip	62.93.11.29	Maltiverse	60	tor_ip
ip	62.93.13.230	Maltiverse	60	tor_ip
ip	63.143.42.244	Boletines	50	ransom_ip
ip	63.250.53.180	Boletines	50	ransom_ip
ip	64.176.2.218	Maltiverse	60	tor_ip
ip	64.181.239.43	Maltiverse	60	tor_ip
ip	64.190.76.11	Maltiverse	60	tor_ip
ip	64.190.76.12	Maltiverse	60	tor_ip
ip	64.190.76.13	Maltiverse	60	tor_ip
ip	64.190.76.2	TorExitAddresses		
ip	64.190.76.3	TorExitAddresses		
ip	64.190.76.4	TorExitAddresses		
ip	64.225.46.16	Maltiverse	60	tor_ip
ip	64.227.119.130	Maltiverse	60	tor_ip
ip	64.62.197.214	Boletines	50	ransom_ip
ip	64.65.63.10	Maltiverse	60	tor_ip
ip	64.65.63.100	Maltiverse	60	tor_ip
ip	64.65.63.101	Maltiverse	60	tor_ip
ip	64.65.63.11	Maltiverse	60	tor_ip
ip	64.65.63.110	Maltiverse	60	tor_ip
ip	64.65.63.111	Maltiverse	60	tor_ip
ip	64.65.63.112	Maltiverse	60	tor_ip
ip	64.65.63.12	Maltiverse	60	tor_ip
ip	64.65.63.120	Maltiverse	60	tor_ip
ip	64.65.63.121	Maltiverse	60	tor_ip
ip	64.65.63.122	Maltiverse	60	tor_ip
ip	64.65.63.123	Maltiverse	60	tor_ip
ip	64.65.63.130	Maltiverse	60	tor_ip
ip	64.65.63.131	Maltiverse	60	tor_ip
ip	64.65.63.133	Maltiverse	60	tor_ip
ip	64.65.63.134	Maltiverse	60	tor_ip
ip	64.65.63.140	Maltiverse	60	tor_ip
ip	64.65.63.141	Maltiverse	60	tor_ip
ip	64.65.63.144	Maltiverse	60	tor_ip
ip	64.65.63.145	Maltiverse	60	tor_ip
ip	64.65.63.150	Maltiverse	60	tor_ip
ip	64.65.63.151	Maltiverse	60	tor_ip
ip	64.65.63.155	Maltiverse	60	tor_ip
ip	64.65.63.156	Maltiverse	60	tor_ip
ip	64.65.63.160	Maltiverse	60	tor_ip
ip	64.65.63.161	Maltiverse	60	tor_ip
ip	64.65.63.166	Maltiverse	60	tor_ip
ip	64.65.63.177	Maltiverse	60	tor_ip
ip	64.65.63.178	Maltiverse	60	tor_ip
ip	64.65.63.2	Maltiverse	60	tor_ip
ip	64.65.63.20	Maltiverse	60	tor_ip
ip	64.65.63.22	Maltiverse	60	tor_ip
ip	64.65.63.3	Maltiverse	60	tor_ip
ip	64.65.63.30	Maltiverse	60	tor_ip
ip	64.65.63.33	Maltiverse	60	tor_ip
ip	64.65.63.4	Maltiverse	60	tor_ip
ip	64.65.63.40	Maltiverse	60	tor_ip
ip	64.65.63.44	Maltiverse	60	tor_ip
ip	64.65.63.5	Maltiverse	60	tor_ip
ip	64.65.63.50	Maltiverse	60	tor_ip
ip	64.65.63.55	Maltiverse	60	tor_ip
ip	64.65.63.6	Maltiverse	60	tor_ip
ip	64.65.63.60	Maltiverse	60	tor_ip
ip	64.65.63.63	Maltiverse	60	tor_ip
ip	64.65.63.64	Maltiverse	60	tor_ip
ip	64.65.63.65	Maltiverse	60	tor_ip
ip	64.65.63.66	Maltiverse	60	tor_ip
ip	64.65.63.7	Maltiverse	60	tor_ip
ip	64.65.63.70	Maltiverse	60	tor_ip
ip	64.65.63.77	Maltiverse	60	tor_ip
ip	64.65.63.8	Maltiverse	60	tor_ip
ip	64.65.63.80	Maltiverse	60	tor_ip
ip	64.65.63.88	Maltiverse	60	tor_ip
ip	64.65.63.9	Maltiverse	60	tor_ip
ip	64.65.63.90	Maltiverse	60	tor_ip
ip	64.65.63.99	Maltiverse	60	tor_ip
ip	64.76.79.70	Boletines	50	ransom_ip
ip	65.109.174.188	Maltiverse	60	tor_ip
ip	65.21.119.94	Maltiverse	60	tor_ip
ip	65.21.219.115	Maltiverse	60	tor_ip
ip	65.21.219.116	Maltiverse	60	tor_ip
ip	65.21.219.117	Maltiverse	60	tor_ip
ip	65.21.219.118	Maltiverse	60	tor_ip
ip	65.21.219.130	Maltiverse	60	tor_ip
ip	65.21.219.131	Maltiverse	60	tor_ip
ip	65.21.219.132	Maltiverse	60	tor_ip
ip	65.21.219.133	Maltiverse	60	tor_ip
ip	65.21.219.134	Maltiverse	60	tor_ip
ip	65.49.14.149	Boletines	50	ransom_ip
ip	65.87.7.22	TorExitAddresses		
ip	66.135.0.42	Boletines	50	ransom_ip
ip	66.146.193.33	TorExitAddresses		
ip	66.183.173.29	Maltiverse	60	tor_ip
ip	66.183.96.136	Maltiverse	60	tor_ip
ip	66.211.197.38	Boletines	50	ransom_ip
ip	66.220.242.222	TorExitAddresses		
ip	66.249.66.87	Boletines	50	ransom_ip
ip	66.42.108.141	Boletines	50	ransom_ip
ip	66.42.33.159	Boletines	50	ransom_ip
ip	66.42.76.46	Boletines	50	ransom_ip
ip	66.78.40.182	TorExitAddresses		
ip	66.78.40.73	TorExitAddresses		
ip	66.96.160.146	Boletines	50	ransom_ip
ip	67.219.109.141	TorExitAddresses		
ip	68.113.119.98	Maltiverse	60	tor_ip
ip	68.183.20.194	Boletines	50	ransom_ip
ip	68.183.210.254	Boletines	50	ransom_ip
ip	68.83.169.91	Boletines	50	ransom_ip
ip	69.164.201.204	Maltiverse	60	tor_ip
ip	69.30.232.138	Boletines	50	ransom_ip
ip	69.42.215.252	Boletines	50	ransom_ip
ip	69.62.113.41	Maltiverse	60	tor_ip
ip	69.67.148.225	Maltiverse	60	tor_ip
ip	70.123.161.167	Maltiverse	60	tor_ip
ip	70.163.164.177	Maltiverse	60	tor_ip
ip	70.73.171.0	Maltiverse	60	tor_ip
ip	71.115.230.199	Maltiverse	60	tor_ip
ip	71.143.139.54	Maltiverse	60	tor_ip
ip	71.172.4.210	Maltiverse	60	tor_ip
ip	71.19.144.106	TorExitAddresses		
ip	71.218.230.23	Maltiverse	60	tor_ip
ip	71.240.225.169	Boletines	50	ransom_ip
ip	71.58.243.111	Maltiverse	60	tor_ip
ip	71.6.158.166	Boletines	50	ransom_ip
ip	71.6.232.26	Boletines	50	ransom_ip
ip	71.90.222.141	Boletines	50	ransom_ip
ip	72.10.49.219	Boletines	50	ransom_ip
ip	72.14.179.10	TorExitAddresses		
ip	72.18.215.82	TorExitAddresses		
ip	72.211.49.235	TorExitAddresses		
ip	72.235.129.116	TorExitAddresses		
ip	72.46.86.7	Maltiverse	60	tor_ip
ip	72.52.178.23	Boletines	50	ransom_ip
ip	73.5.119.219	Boletines	50	ransom_ip
ip	73.63.21.177	Maltiverse	60	tor_ip
ip	74.108.116.241	Maltiverse	60	tor_ip
ip	74.125.193.100	Boletines	50	ransom_ip
ip	74.125.193.113	Boletines	50	ransom_ip
ip	74.220.199.6	Boletines	50	ransom_ip
ip	74.82.47.194	TorExitAddresses		
ip	74.82.47.23	Boletines	50	ransom_ip
ip	75.119.135.230	Maltiverse	60	tor_ip
ip	75.127.196.78	Boletines	50	ransom_ip
ip	75.132.79.48	Maltiverse	60	tor_ip
ip	75.196.19.234	Maltiverse	60	tor_ip
ip	75.196.253.81	Maltiverse	60	tor_ip
ip	75.223.116.99	Maltiverse	60	tor_ip
ip	75.223.51.109	Maltiverse	60	tor_ip
ip	75.226.145.187	Maltiverse	60	tor_ip
ip	75.75.102.102	Maltiverse	60	tor_ip
ip	76.104.148.77	Maltiverse	60	tor_ip
ip	76.68.193.60	Maltiverse	60	tor_ip
ip	76.68.194.150	Maltiverse	60	tor_ip
ip	76.71.163.93	Maltiverse	60	tor_ip
ip	76.71.194.223	Maltiverse	60	tor_ip
ip	77.0.12.138	Maltiverse	60	tor_ip
ip	77.0.247.204	Maltiverse	60	tor_ip
ip	77.0.56.11	Maltiverse	60	tor_ip
ip	77.0.86.72	Maltiverse	60	tor_ip
ip	77.11.176.140	Maltiverse	60	tor_ip
ip	77.11.177.82	Maltiverse	60	tor_ip
ip	77.12.126.192	Maltiverse	60	tor_ip
ip	77.13.49.13	Maltiverse	60	tor_ip
ip	77.14.32.203	Maltiverse	60	tor_ip
ip	77.172.190.93	Maltiverse	60	tor_ip
ip	77.174.188.151	Maltiverse	60	tor_ip
ip	77.179.145.117	Maltiverse	60	tor_ip
ip	77.179.19.241	Maltiverse	60	tor_ip
ip	77.181.166.207	Maltiverse	60	tor_ip
ip	77.181.19.212	Maltiverse	60	tor_ip
ip	77.183.224.158	Maltiverse	60	tor_ip
ip	77.183.245.35	Maltiverse	60	tor_ip
ip	77.187.171.160	Maltiverse	60	tor_ip
ip	77.187.39.155	Maltiverse	60	tor_ip
ip	77.189.147.25	Maltiverse	60	tor_ip
ip	77.191.228.192	Maltiverse	60	tor_ip
ip	77.223.99.210	Boletines	50	ransom_ip
ip	77.243.112.122	Boletines	50	ransom_ip
ip	77.246.98.159	Maltiverse	60	tor_ip
ip	77.3.243.139	Maltiverse	60	tor_ip
ip	77.3.33.59	Maltiverse	60	tor_ip
ip	77.37.106.54	Maltiverse	60	tor_ip
ip	77.48.28.239	TorExitAddresses		
ip	77.68.50.213	Maltiverse	60	tor_ip
ip	77.73.133.84	Boletines	50	ransom_ip
ip	77.8.104.198	Maltiverse	60	tor_ip
ip	77.8.132.8	Maltiverse	60	tor_ip
ip	77.8.157.179	Maltiverse	60	tor_ip
ip	77.8.182.23	Maltiverse	60	tor_ip
ip	77.8.185.76	Maltiverse	60	tor_ip
ip	77.8.196.243	Maltiverse	60	tor_ip
ip	77.8.54.170	Maltiverse	60	tor_ip
ip	77.81.247.72	TorExitAddresses		
ip	77.83.36.25	Boletines	50	ransom_ip
ip	77.85.159.177	Maltiverse	60	tor_ip
ip	78.128.112.199	Boletines	50	ransom_ip
ip	78.129.132.183	Boletines	50	ransom_ip
ip	78.129.240.94	Maltiverse	60	tor_ip
ip	78.138.105.150	Boletines	50	ransom_ip
ip	78.142.18.219	TorExitAddresses		
ip	78.153.140.44	Maltiverse	60	tor_ip
ip	78.159.117.165	Maltiverse	60	tor_ip
ip	78.159.131.96	TorExitAddresses		
ip	78.180.163.25	Boletines	50	ransom_ip
ip	78.35.88.20	Maltiverse	60	tor_ip
ip	78.47.174.176	Maltiverse	60	tor_ip
ip	78.51.202.228	Maltiverse	60	tor_ip
ip	79.100.235.29	Maltiverse	60	tor_ip
ip	79.112.2.192	Maltiverse	60	tor_ip
ip	79.112.34.230	Maltiverse	60	tor_ip
ip	79.116.192.91	Maltiverse	60	tor_ip
ip	79.116.6.164	Maltiverse	60	tor_ip
ip	79.118.94.30	Maltiverse	60	tor_ip
ip	79.119.46.139	Maltiverse	60	tor_ip
ip	79.124.62.78	Boletines	50	ransom_ip
ip	79.147.125.212	Maltiverse	60	tor_ip
ip	79.147.128.163	Maltiverse	60	tor_ip
ip	79.148.99.217	Boletines	50	ransom_ip
ip	79.16.104.166	Maltiverse	60	tor_ip
ip	79.16.21.85	Maltiverse	60	tor_ip
ip	79.163.164.128	Maltiverse	60	tor_ip
ip	79.163.168.73	Maltiverse	60	tor_ip
ip	79.163.170.46	Maltiverse	60	tor_ip
ip	79.19.152.197	Maltiverse	60	tor_ip
ip	79.19.92.233	Maltiverse	60	tor_ip
ip	79.195.146.131	Maltiverse	60	tor_ip
ip	79.195.147.245	Maltiverse	60	tor_ip
ip	79.195.149.34	Maltiverse	60	tor_ip
ip	79.195.150.52	Maltiverse	60	tor_ip
ip	79.197.235.173	Maltiverse	60	tor_ip
ip	79.197.246.79	Maltiverse	60	tor_ip
ip	79.197.248.59	Maltiverse	60	tor_ip
ip	79.20.106.133	Maltiverse	60	tor_ip
ip	79.20.69.38	Maltiverse	60	tor_ip
ip	79.201.228.11	Maltiverse	60	tor_ip
ip	79.207.156.250	Maltiverse	60	tor_ip
ip	79.212.81.181	Maltiverse	60	tor_ip
ip	79.212.88.174	Maltiverse	60	tor_ip
ip	79.212.94.17	Maltiverse	60	tor_ip
ip	79.212.95.224	Maltiverse	60	tor_ip
ip	79.212.95.95	Maltiverse	60	tor_ip
ip	79.213.1.41	Maltiverse	60	tor_ip
ip	79.213.15.69	Maltiverse	60	tor_ip
ip	79.214.158.153	Maltiverse	60	tor_ip
ip	79.215.161.79	Maltiverse	60	tor_ip
ip	79.215.167.209	Maltiverse	60	tor_ip
ip	79.219.12.159	Maltiverse	60	tor_ip
ip	79.219.15.109	Maltiverse	60	tor_ip
ip	79.219.2.22	Maltiverse	60	tor_ip
ip	79.219.25.81	Maltiverse	60	tor_ip
ip	79.219.7.247	Maltiverse	60	tor_ip
ip	79.220.60.226	Maltiverse	60	tor_ip
ip	79.220.62.213	Maltiverse	60	tor_ip
ip	79.220.66.133	Maltiverse	60	tor_ip
ip	79.220.75.250	Maltiverse	60	tor_ip
ip	79.220.87.138	Maltiverse	60	tor_ip
ip	79.220.92.126	Maltiverse	60	tor_ip
ip	79.220.92.132	Maltiverse	60	tor_ip
ip	79.221.135.168	Maltiverse	60	tor_ip
ip	79.221.166.15	Maltiverse	60	tor_ip
ip	79.221.166.200	Maltiverse	60	tor_ip
ip	79.225.87.11	Maltiverse	60	tor_ip
ip	79.236.160.41	Maltiverse	60	tor_ip
ip	79.236.197.60	Maltiverse	60	tor_ip
ip	79.236.198.81	Maltiverse	60	tor_ip
ip	79.236.202.94	Maltiverse	60	tor_ip
ip	79.24.238.138	Maltiverse	60	tor_ip
ip	79.241.29.140	Maltiverse	60	tor_ip
ip	79.249.187.41	Maltiverse	60	tor_ip
ip	79.249.187.56	Maltiverse	60	tor_ip
ip	79.249.189.162	Maltiverse	60	tor_ip
ip	79.25.62.107	Maltiverse	60	tor_ip
ip	79.250.227.242	Maltiverse	60	tor_ip
ip	79.250.238.103	Maltiverse	60	tor_ip
ip	79.250.64.54	Maltiverse	60	tor_ip
ip	79.250.67.98	Maltiverse	60	tor_ip
ip	79.250.72.40	Maltiverse	60	tor_ip
ip	79.250.73.224	Maltiverse	60	tor_ip
ip	79.251.176.70	Maltiverse	60	tor_ip
ip	79.251.186.136	Maltiverse	60	tor_ip
ip	79.251.187.10	Maltiverse	60	tor_ip
ip	79.35.41.43	Maltiverse	60	tor_ip
ip	79.45.233.81	Maltiverse	60	tor_ip
ip	79.45.86.62	Maltiverse	60	tor_ip
ip	79.46.79.148	Maltiverse	60	tor_ip
ip	8.208.26.177	TorExitAddresses		
ip	8.208.96.47	Boletines	50	ransom_ip
ip	8.209.106.19	TorExitAddresses		
ip	8.210.194.59	Boletines	50	ransom_ip
ip	80.115.102.248	Maltiverse	60	tor_ip
ip	80.129.17.175	Maltiverse	60	tor_ip
ip	80.129.24.53	Maltiverse	60	tor_ip
ip	80.129.36.82	Maltiverse	60	tor_ip
ip	80.131.112.62	Maltiverse	60	tor_ip
ip	80.131.118.189	Maltiverse	60	tor_ip
ip	80.131.120.232	Maltiverse	60	tor_ip
ip	80.131.121.109	Maltiverse	60	tor_ip
ip	80.131.121.64	Maltiverse	60	tor_ip
ip	80.137.203.195	Maltiverse	60	tor_ip
ip	80.144.85.178	Maltiverse	60	tor_ip
ip	80.147.24.162	Boletines	50	ransom_ip
ip	80.209.241.4	Boletines	50	ransom_ip
ip	80.220.186.79	Maltiverse	60	tor_ip
ip	80.241.60.207	TorExitAddresses		
ip	80.249.144.233	Boletines	50	ransom_ip
ip	80.66.76.21	Boletines	50	ransom_ip
ip	80.66.76.22	Boletines	50	ransom_ip
ip	80.66.76.27	Boletines	50	ransom_ip
ip	80.66.76.31	Boletines	50	ransom_ip
ip	80.66.76.33	Boletines	50	ransom_ip
ip	80.66.76.34	Boletines	50	ransom_ip
ip	80.66.76.39	Boletines	50	ransom_ip
ip	80.66.88.16	Boletines	50	ransom_ip
ip	80.67.172.162	TorExitAddresses		
ip	80.78.22.156	Boletines	50	ransom_ip
ip	80.82.78.14	TorExitAddresses		
ip	80.94.92.106	TorExitAddresses		
ip	80.94.92.92	TorExitAddresses		
ip	80.94.95.205	Boletines	50	ransom_ip
ip	81.155.102.164	Maltiverse	60	tor_ip
ip	81.16.33.42	TorExitAddresses		
ip	81.17.18.108	Maltiverse	60	tor_ip
ip	81.17.28.95	TorExitAddresses		
ip	81.181.104.22	TorExitAddresses		
ip	81.184.181.215	Boletines	50	ransom_ip
ip	81.44.119.26	Maltiverse	60	tor_ip
ip	81.56.149.204	Maltiverse	60	tor_ip
ip	81.56.71.129	Maltiverse	60	tor_ip
ip	81.57.94.49	Maltiverse	60	tor_ip
ip	81.59.117.34	Boletines	50	ransom_ip
ip	81.64.0.218	Maltiverse	60	tor_ip
ip	81.68.76.46	Boletines	50	ransom_ip
ip	81.70.229.78	Boletines	50	ransom_ip
ip	81.79.251.248	Maltiverse	60	tor_ip
ip	82.12.196.197	Boletines	50	ransom_ip
ip	82.135.66.225	Maltiverse	60	tor_ip
ip	82.135.66.247	Maltiverse	60	tor_ip
ip	82.135.68.165	Maltiverse	60	tor_ip
ip	82.135.71.161	Maltiverse	60	tor_ip
ip	82.135.72.124	Maltiverse	60	tor_ip
ip	82.135.73.118	Maltiverse	60	tor_ip
ip	82.135.74.13	Maltiverse	60	tor_ip
ip	82.135.78.10	Maltiverse	60	tor_ip
ip	82.146.53.237	Boletines	50	ransom_ip
ip	82.153.138.103	Maltiverse	60	tor_ip
ip	82.153.77.173	Maltiverse	60	tor_ip
ip	82.156.2.25	Boletines	50	ransom_ip
ip	82.156.241.148	Boletines	50	ransom_ip
ip	82.165.196.141	Maltiverse	60	tor_ip
ip	82.207.212.14	Maltiverse	60	tor_ip
ip	82.207.212.147	Maltiverse	60	tor_ip
ip	82.207.214.99	Maltiverse	60	tor_ip
ip	82.207.215.39	Maltiverse	60	tor_ip
ip	82.221.131.5	TorExitAddresses		
ip	82.221.131.86	TorExitAddresses		
ip	82.221.139.190	TorExitAddresses		
ip	82.48.205.100	Maltiverse	60	tor_ip
ip	82.48.228.106	Maltiverse	60	tor_ip
ip	82.50.32.149	Maltiverse	60	tor_ip
ip	82.54.69.163	Maltiverse	60	tor_ip
ip	82.56.90.71	Maltiverse	60	tor_ip
ip	82.65.138.47	Maltiverse	60	tor_ip
ip	83.126.40.100	Maltiverse	60	tor_ip
ip	83.126.40.105	Maltiverse	60	tor_ip
ip	83.126.40.110	Maltiverse	60	tor_ip
ip	83.135.15.171	Maltiverse	60	tor_ip
ip	83.135.15.185	Maltiverse	60	tor_ip
ip	83.135.4.243	Maltiverse	60	tor_ip
ip	83.135.4.251	Maltiverse	60	tor_ip
ip	83.136.180.12	Boletines	50	ransom_ip
ip	83.138.12.194	Maltiverse	60	tor_ip
ip	83.166.241.82	Boletines	50	ransom_ip
ip	83.190.93.76	Maltiverse	60	tor_ip
ip	83.217.9.73	TorExitAddresses		
ip	83.22.4.45	Maltiverse	60	tor_ip
ip	83.22.80.219	Maltiverse	60	tor_ip
ip	83.255.156.57	Maltiverse	60	tor_ip
ip	83.31.30.28	Maltiverse	60	tor_ip
ip	83.6.101.217	Maltiverse	60	tor_ip
ip	83.6.210.60	Maltiverse	60	tor_ip
ip	83.7.15.45	Maltiverse	60	tor_ip
ip	83.7.192.117	Maltiverse	60	tor_ip
ip	83.7.35.37	Maltiverse	60	tor_ip
ip	83.9.202.247	Maltiverse	60	tor_ip
ip	83.9.215.151	Maltiverse	60	tor_ip
ip	83.96.213.63	TorExitAddresses		
ip	83.97.20.160	Boletines	50	ransom_ip
ip	83.97.20.77	TorExitAddresses		
ip	83.97.20.81	Boletines	50	ransom_ip
ip	84.1.49.200	Maltiverse	60	tor_ip
ip	84.125.207.108	Boletines	50	ransom_ip
ip	84.129.92.198	Maltiverse	60	tor_ip
ip	84.137.0.199	Maltiverse	60	tor_ip
ip	84.137.10.91	Maltiverse	60	tor_ip
ip	84.137.29.233	Maltiverse	60	tor_ip
ip	84.139.19.192	Maltiverse	60	tor_ip
ip	84.139.42.216	Maltiverse	60	tor_ip
ip	84.144.103.93	Maltiverse	60	tor_ip
ip	84.144.111.139	Maltiverse	60	tor_ip
ip	84.144.111.50	Maltiverse	60	tor_ip
ip	84.144.54.60	Maltiverse	60	tor_ip
ip	84.144.58.80	Maltiverse	60	tor_ip
ip	84.144.98.46	Maltiverse	60	tor_ip
ip	84.157.206.144	Maltiverse	60	tor_ip
ip	84.158.18.90	Maltiverse	60	tor_ip
ip	84.158.21.232	Maltiverse	60	tor_ip
ip	84.158.22.246	Maltiverse	60	tor_ip
ip	84.158.23.252	Maltiverse	60	tor_ip
ip	84.158.8.193	Maltiverse	60	tor_ip
ip	84.16.224.227	TorExitAddresses		
ip	84.165.23.50	Maltiverse	60	tor_ip
ip	84.165.28.20	Maltiverse	60	tor_ip
